Date,ChosenTicker
2022-05-19,AVGO
2022-05-20,NVDA
2022-05-23,APD
2022-05-24,VZ
2022-05-25,INTC
2022-05-26,SBUX
2022-05-27,ALL
2022-05-31,LOW
2022-06-01,NFLX
2022-06-02,MCD
2022-06-03,AMD
2022-06-06,BLK
2022-06-07,UNH
2022-06-08,GM
2022-06-09,CAT
2022-06-10,AMZN
2022-06-13,CME
2022-06-14,ABBV
2022-06-15,AIG
2022-06-16,WMT
2022-06-17,PM
2022-06-21,PEP
2022-06-22,META
2022-06-23,SPGI
2022-06-24,GS
2022-06-27,RTX
2022-06-28,FI
2022-06-29,DE
2022-06-30,INTU
2022-07-01,ABT
2022-07-05,NSC
2022-07-06,MMC
2022-07-07,COST
2022-07-08,PLD
2022-07-11,WFC
2022-07-12,MU
2022-07-13,AMAT
2022-07-14,BDX
2022-07-15,SBUX
2022-07-18,ISRG
2022-07-19,SO
2022-07-20,CI
2022-07-21,PFE
2022-07-22,LMT
2022-07-25,SYK
2022-07-26,HD
2022-07-27,XOM
2022-07-28,DIS
2022-07-29,MRK
2022-08-01,LIN
2022-08-02,GOOGL
2022-08-03,ADP
2022-08-04,MDT
2022-08-05,ADI
2022-08-08,TMO
2022-08-09,UNP
2022-08-10,USB
2022-08-11,AVGO
2022-08-12,JNJ
2022-08-15,CRM
2022-08-16,QCOM
2022-08-17,CVX
2022-08-18,CB
2022-08-19,HUM
2022-08-22,VRTX
2022-08-23,MSFT
2022-08-24,AAPL
2022-08-25,KO
2022-08-26,ALL
2022-08-29,BRK-B
2022-08-30,GS
2022-08-31,PNC
2022-09-01,BKNG
2022-09-02,GILD
2022-09-06,DUK
2022-09-07,CSCO
2022-09-08,ACN
2022-09-09,UNH
2022-09-12,FDX
2022-09-13,NEE
2022-09-14,AMGN
2022-09-15,PG
2022-09-16,GE
2022-09-19,C
2022-09-20,MA
2022-09-21,PFE
2022-09-22,NOW
2022-09-23,BAC
2022-09-26,AMZN
2022-09-27,V
2022-09-28,EL
2022-09-29,JPM
2022-09-30,TXN
2022-10-03,LOW
2022-10-04,T
2022-10-05,NVDA
2022-10-06,APD
2022-10-07,AMT
2022-10-10,GM
2022-10-11,HON
2022-10-12,MCD
2022-10-13,IBM
2022-10-14,INTC
2022-10-17,AON
2022-10-18,PEP
2022-10-19,ADP
2022-10-20,BLK
2022-10-21,TGT
2022-10-24,MU
2022-10-25,EOG
2022-10-26,WMT
2022-10-27,REGN
2022-10-28,ABT
2022-10-31,ZTS
2022-11-01,MMC
2022-11-02,DHR
2022-11-03,HD
2022-11-04,ICE
2022-11-07,WFC
2022-11-08,BDX
2022-11-09,SHW
2022-11-10,ABBV
2022-11-11,AIG
2022-11-14,RTX
2022-11-15,META
2022-11-16,GE
2022-11-17,MO
2022-11-18,PLD
2022-11-21,DIS
2022-11-22,QCOM
2022-11-23,LMT
2022-11-25,PM
2022-11-28,MDT
2022-11-29,NFLX
2022-11-30,DE
2022-12-01,AVGO
2022-12-02,SPGI
2022-12-05,INTU
2022-12-06,BKNG
2022-12-07,META
2022-12-08,BRK-B
2022-12-09,TXN
2022-12-12,GOOGL
2022-12-13,HON
2022-12-14,FDX
2022-12-15,CAT
2022-12-16,MRK
2022-12-19,LIN
2022-12-20,ISRG
2022-12-21,MS
2022-12-22,ACN
2022-12-23,CME
2022-12-27,AMGN
2022-12-28,CL
2022-12-29,TMO
2022-12-30,EQIX
2023-01-03,BAC
2023-01-04,MSFT
2023-01-05,CRM
2023-01-06,KO
2023-01-09,CVX
2023-01-10,NEE
2023-01-11,DUK
2023-01-12,DHR
2023-01-13,CI
2023-01-17,CB
2023-01-18,HUM
2023-01-19,ADI
2023-01-20,JNJ
2023-01-23,AAPL
2023-01-24,MA
2023-01-25,PFE
2023-01-26,USB
2023-01-27,AMT
2023-01-30,PNC
2023-01-31,NOW
2023-02-01,ALL
2023-02-02,GM
2023-02-03,C
2023-02-06,APD
2023-02-07,VZ
2023-02-08,EL
2023-02-09,AMZN
2023-02-10,PGR
2023-02-13,NVDA
2023-02-14,JPM
2023-02-15,GS
2023-02-16,INTC
2023-02-17,SBUX
2023-02-21,DIS
2023-02-22,PEP
2023-02-23,FI
2023-02-24,ABT
2023-02-27,AMAT
2023-02-28,MCD
2023-03-01,AMD
2023-03-02,BLK
2023-03-03,V
2023-03-06,HD
2023-03-07,ICE
2023-03-08,WMT
2023-03-09,AON
2023-03-10,LOW
2023-03-13,UNP
2023-03-14,MU
2023-03-15,ZTS
2023-03-16,GE
2023-03-17,MO
2023-03-20,MDT
2023-03-21,VRTX
2023-03-22,MMC
2023-03-23,SYK
2023-03-24,ABBV
2023-03-27,SHW
2023-03-28,PLD
2023-03-29,BDX
2023-03-30,PM
2023-03-31,RTX
2023-04-03,FI
2023-04-04,WFC
2023-04-05,MSFT
2023-04-06,AAPL
2023-04-10,TMO
2023-04-11,CL
2023-04-12,LMT
2023-04-13,REGN
2023-04-14,SPGI
2023-04-17,EOG
2023-04-18,BKNG
2023-04-19,DE
2023-04-20,MS
2023-04-21,FDX
2023-04-24,NEE
2023-04-25,CI
2023-04-26,HON
2023-04-27,BRK-B
2023-04-28,INTU
2023-05-01,HUM
2023-05-02,GS
2023-05-03,ISRG
2023-05-04,NSC
2023-05-05,CVX
2023-05-08,PFE
2023-05-09,KO
2023-05-10,GOOGL
2023-05-11,CRM
2023-05-12,USB
2023-05-15,ADBE
2023-05-16,MRK
2023-05-17,IBM
2023-05-18,DUK
2023-05-19,SHW
2023-05-22,AMGN
2023-05-23,PG
2023-05-24,ACN
2023-05-25,UNH
2023-05-26,MA
2023-05-30,GILD
2023-05-31,PNC
2023-06-01,JNJ
2023-06-02,CAT
2023-06-05,NOW
2023-06-06,META
2023-06-07,NVDA
2023-06-08,AMZN
2023-06-09,TGT
2023-06-12,INTC
2023-06-13,AIG
2023-06-14,QCOM
2023-06-15,APD
2023-06-16,VZ
2023-06-20,EL
2023-06-21,JPM
2023-06-22,AVGO
2023-06-23,PEP
2023-06-26,BAC
2023-06-27,MCD
2023-06-28,XOM
2023-06-29,LOW
2023-06-30,EQIX
2023-07-03,ALL
2023-07-05,HD
2023-07-06,DHR
2023-07-07,ABBV
2023-07-10,ICE
2023-07-11,MU
2023-07-12,VRTX
2023-07-13,BLK
2023-07-14,SO
2023-07-17,WFC
2023-07-18,GM
2023-07-19,SYK
2023-07-20,ABT
2023-07-21,PGR
2023-07-24,WMT
2023-07-25,SBUX
2023-07-26,DIS
2023-07-27,PLD
2023-07-28,MSFT
2023-07-31,CSCO
2023-08-01,MDT
2023-08-02,ADI
2023-08-03,BDX
2023-08-04,COST
2023-08-07,RTX
2023-08-08,GILD
2023-08-09,MMC
2023-08-10,SHW
2023-08-11,GE
2023-08-14,C
2023-08-15,LMT
2023-08-16,AON
2023-08-17,GOOGL
2023-08-18,CAT
2023-08-21,TMO
2023-08-22,CME
2023-08-23,SPGI
2023-08-24,EOG
2023-08-25,ISRG
2023-08-28,T
2023-08-29,PNC
2023-08-30,FDX
2023-08-31,AAPL
2023-09-01,BKNG
2023-09-05,ADP
2023-09-06,MA
2023-09-07,FI
2023-09-08,CVX
2023-09-11,NEE
2023-09-12,DE
2023-09-13,TXN
2023-09-14,ACN
2023-09-15,NFLX
2023-09-18,ALL
2023-09-19,CI
2023-09-20,HON
2023-09-21,AMGN
2023-09-22,PG
2023-09-25,HUM
2023-09-26,ZTS
2023-09-27,MRK
2023-09-28,LIN
2023-09-29,DUK
2023-10-02,CSCO
2023-10-03,JNJ
2023-10-04,MO
2023-10-05,USB
2023-10-06,AMT
2023-10-09,KO
2023-10-10,BAC
2023-10-11,BRK-B
2023-10-12,AMD
2023-10-13,QCOM
2023-10-16,NOW
2023-10-17,META
2023-10-18,EL
2023-10-19,APD
2023-10-20,IBM
2023-10-23,ABT
2023-10-24,NSC
2023-10-25,JPM
2023-10-26,INTU
2023-10-27,AMZN
2023-10-30,AMAT
2023-10-31,NVDA
2023-11-01,MU
2023-11-02,T
2023-11-03,MCD
2023-11-06,XOM
2023-11-07,LOW
2023-11-08,MS
2023-11-09,PEP
2023-11-10,ISRG
2023-11-13,CL
2023-11-14,HD
2023-11-15,LIN
2023-11-16,BDX
2023-11-17,COST
2023-11-20,WMT
2023-11-21,PM
2023-11-22,DIS
2023-11-24,INTC
2023-11-27,DHR
2023-11-28,ABBV
2023-11-29,AIG
2023-11-30,GM
2023-12-01,CSCO
2023-12-04,BLK
2023-12-05,UNP
2023-12-06,MMC
2023-12-07,AON
2023-12-08,MDT
2023-12-11,VRTX
2023-12-12,GOOGL
2023-12-13,PFE
2023-12-14,FDX
2023-12-15,CAT
2023-12-18,WFC
2023-12-19,TMO
2023-12-20,UNH
2023-12-21,RTX
2023-12-22,ADP
2023-12-26,GE
2023-12-27,CRM
2023-12-28,QCOM
2023-12-29,MSFT
2024-01-02,AAPL
2024-01-03,USB
2024-01-04,ADBE
2024-01-05,MA
2024-01-08,NEE
2024-01-09,DE
2024-01-10,AVGO
2024-01-11,BKNG
2024-01-12,FI
2024-01-16,CVX
2024-01-17,HON
2024-01-18,LMT
2024-01-19,SBUX
2024-01-22,PLD
2024-01-23,BAC
2024-01-24,HUM
2024-01-25,SO
2024-01-26,MRK
2024-01-29,AMD
2024-01-30,PNC
2024-01-31,SPGI
2024-02-01,EOG
2024-02-02,CI
2024-02-05,CB
2024-02-06,JNJ
2024-02-07,CRM
2024-02-08,KO
2024-02-09,ALL
2024-02-12,BRK-B
2024-02-13,GS
2024-02-14,DUK
2024-02-15,COST
2024-02-16,AMGN
2024-02-20,V
2024-02-21,ACN
2024-02-22,PGR
2024-02-23,NOW
2024-02-26,PFE
2024-02-27,EL
2024-02-28,MU
2024-02-29,ADI
2024-03-01,APD
2024-03-04,VZ
2024-03-05,JPM
2024-03-06,AMT
2024-03-07,ABT
2024-03-08,EQIX
2024-03-11,ISRG
2024-03-12,NFLX
2024-03-13,MCD
2024-03-14,IBM
2024-03-15,NVDA
2024-03-18,LOW
2024-03-19,NSC
2024-03-20,PEP
2024-03-21,DIS
2024-03-22,CI
2024-03-25,CAT
2024-03-26,BDX
2024-03-27,SHW
2024-03-28,WMT
2024-04-01,SYK
2024-04-02,FDX
2024-04-03,MO
2024-04-04,WFC
2024-04-05,GM
2024-04-08,C
2024-04-09,INTC
2024-04-10,REGN
2024-04-11,ABBV
2024-04-12,DHR
2024-04-15,TMO
2024-04-16,TGT
2024-04-17,BLK
2024-04-18,CME
2024-04-19,MDT
2024-04-22,ZTS
2024-04-23,MMC
2024-04-24,CSCO
2024-04-25,GOOGL
2024-04-26,HON
2024-04-29,RTX
2024-04-30,META
2024-05-01,LMT
2024-05-02,PM
2024-05-03,AMZN
2024-05-06,AMAT
2024-05-07,BAC
2024-05-08,SPGI
2024-05-09,VRTX
2024-05-10,AMGN
2024-05-13,PG
2024-05-14,MSFT
2024-05-15,AAPL
2024-05-16,GE
2024-05-17,COST
2024-05-20,MA
2024-05-21,GILD
2024-05-22,PLD
2024-05-23,QCOM
2024-05-24,JNJ
2024-05-28,C
2024-05-29,USB
2024-05-30,ADBE
2024-05-31,HD
2024-06-03,XOM
2024-06-04,CVX
2024-06-05,PFE
2024-06-06,HUM
2024-06-07,EOG
2024-06-10,ACN
2024-06-11,CL
2024-06-12,BKNG
2024-06-13,GILD
2024-06-14,KO
2024-06-17,ALL
2024-06-18,DE
2024-06-20,TXN
2024-06-21,DUK
2024-06-24,CSCO
2024-06-25,PNC
2024-06-26,BRK-B
2024-06-27,INTU
2024-06-28,MRK
2024-07-01,ICE
2024-07-02,NOW
2024-07-03,FI
2024-07-05,EL
2024-07-08,ABT
2024-07-09,V
2024-07-10,APD
2024-07-11,VZ
2024-07-12,JPM
2024-07-15,TXN
2024-07-16,MU
2024-07-17,GS
2024-07-18,LOW
2024-07-19,MS
2024-07-22,NVDA
2024-07-23,PEP
2024-07-24,META
2024-07-25,BDX
2024-07-26,MO
2024-07-29,DIS
2024-07-30,WFC
2024-07-31,CI
2024-08-01,NEE
2024-08-02,MRK
2024-08-05,AMD
2024-08-06,WMT
2024-08-07,SBUX
2024-08-08,ISRG
2024-08-09,TGT
2024-08-12,MCD
2024-08-13,XOM
2024-08-14,MMC
2024-08-15,COST
2024-08-16,MDT
2024-08-19,T
2024-08-20,BLK
2024-08-21,UNP
2024-08-22,FDX
2024-08-23,CRM
2024-08-26,INTC
2024-08-27,AON
2024-08-28,BAC
2024-08-29,ABBV
2024-08-30,AIG
2024-09-03,GM
2024-09-04,CAT
2024-09-05,GE
2024-09-06,MO
2024-09-09,USB
2024-09-10,AVGO
2024-09-11,TMO
2024-09-12,PGR
2024-09-13,QCOM
2024-09-16,AMGN
2024-09-17,CME
2024-09-18,PNC
2024-09-19,HUM
2024-09-20,EQIX
2024-09-23,CVX
2024-09-24,CB
2024-09-25,BKNG
2024-09-26,FI
2024-09-27,SPGI
2024-09-30,VRTX
2024-10-01,MA
2024-10-02,ADP
2024-10-03,LMT
2024-10-04,SYK
2024-10-07,ALL
2024-10-08,DE
2024-10-09,AMT
2024-10-10,AMZN
2024-10-11,SO
2024-10-14,MSFT
2024-10-15,C
2024-10-16,RTX
2024-10-17,META
2024-10-18,GOOGL
2024-10-21,CB
2024-10-22,JNJ
2024-10-23,CRM
2024-10-24,HD
2024-10-25,REGN
2024-10-28,DUK
2024-10-29,CSCO
2024-10-30,KO
2024-10-31,BRK-B
2024-11-01,NFLX
2024-11-04,ACN
2024-11-05,UNH
2024-11-06,PLD
2024-11-07,NOW
2024-11-08,GILD
2024-11-11,EL
2024-11-12,NVDA
2024-11-13,DIS
2024-11-14,APD
2024-11-15,ADBE
2024-11-18,LOW
2024-11-19,ZTS
2024-11-20,ISRG
2024-11-21,NSC
2024-11-22,JPM
2024-11-25,IBM
2024-11-26,BDX
2024-11-27,DHR
2024-11-29,ABT
2024-12-02,V
2024-12-03,GM
2024-12-04,AAPL
2024-12-05,MU
2024-12-06,ZTS
2024-12-09,INTC
2024-12-10,PM
2024-12-11,MMC
2024-12-12,COST
2024-12-13,PEP
2024-12-16,GILD
2024-12-17,WMT
2024-12-18,AON
2024-12-19,GE
2024-12-20,SHW
2024-12-23,BLK
2024-12-24,T
2024-12-26,BAC
2024-12-27,FDX
2024-12-30,NEE
2024-12-31,WFC
2025-01-02,MCD
2025-01-03,LIN
2025-01-06,CI
2025-01-07,HON
2025-01-08,MRK
2025-01-10,VZ
2025-01-13,ABBV
2025-01-14,SBUX
2025-01-15,HUM
2025-01-16,NFLX
2025-01-17,MDT
2025-01-21,EOG
2025-01-22,TMO
2025-01-23,PG
2025-01-24,MA
2025-01-27,ADP
2025-01-28,AMGN
2025-01-29,CL
2025-01-30,BKNG
2025-01-31,FI
2025-02-03,LMT
2025-02-04,AIG
2025-02-05,ALL
2025-02-06,HD
2025-02-07,SYK
2025-02-10,QCOM
2025-02-11,PNC
2025-02-12,SPGI
2025-02-13,GS
2025-02-14,BRK-B
2025-02-18,VRTX
2025-02-19,GOOGL
2025-02-20,ADP
2025-02-21,USB
2025-02-24,AMD
2025-02-25,PLD
2025-02-26,DUK
2025-02-27,PM
2025-02-28,CVX
2025-03-03,PFE
2025-03-04,ACN
2025-03-05,UNH
2025-03-06,DE
2025-03-07,TXN
2025-03-10,JNJ
2025-03-11,CAT
2025-03-12,MSFT
2025-03-13,CRM
2025-03-14,KO
2025-03-17,AMZN
2025-03-18,PGR
2025-03-19,RTX
2025-03-20,AAPL
2025-03-21,NOW
2025-03-24,META
2025-03-25,NVDA
2025-03-26,EL
2025-03-27,JPM
2025-03-28,AMT
2025-03-31,GM
2025-04-01,HON
2025-04-02,DIS
2025-04-03,ISRG
2025-04-04,UNP
2025-04-07,BDX
2025-04-08,C
2025-04-09,APD
2025-04-10,ADBE
2025-04-11,LOW
2025-04-14,TGT
2025-04-15,ABT
2025-04-16,SO
2025-04-17,INTC
2025-04-21,ICE
2025-04-22,MCD
2025-04-23,XOM
2025-04-24,WMT
2025-04-25,REGN
2025-04-28,FDX
2025-04-29,NEE
2025-04-30,MRK
2025-05-01,LIN
2025-05-02,WFC
2025-05-05,BAC
2025-05-06,MMC
2025-05-07,CSCO
2025-05-08,HUM
2025-05-09,T
2025-05-12,ABBV
2025-05-13,DHR
2025-05-14,PEP
2025-05-15,FI
2025-05-16,MU
2025-05-19,EOG
2025-05-20,BLK
2025-05-21,AMAT
2025-05-22,SPGI
2025-05-23,EQIX
2025-05-27,DE
2025-05-28,AVGO
2025-05-29,CI
2025-05-30,PFE
2025-06-02,USB
2025-06-03,IBM
2025-06-04,BKNG
2025-06-05,GILD
2025-06-06,AMGN
2025-06-09,CME
2025-06-10,RTX
2025-06-11,ADP
2025-06-12,TMO
2025-06-13,MS
2025-06-16,GOOGL
2025-06-17,CAT
2025-06-18,MA
2025-06-20,GILD
2025-06-23,DUK
2025-06-24,MO
2025-06-25,HD
2025-06-26,LIN
2025-06-27,AMZN
2025-06-30,NSC
2025-07-01,BRK-B
2025-07-02,INTU
2025-07-03,GE
2025-07-07,COST
2025-07-08,MDT
2025-07-09,ADI
2025-07-10,PLD
2025-07-11,ALL
2025-07-14,CVX
2025-07-15,ADP
2025-07-16,MSFT
2025-07-17,AAPL
2025-07-18,PNC
2025-07-21,JNJ
2025-07-22,NEE
2025-07-23,QCOM
2025-07-24,KO
2025-07-25,LMT
2021-09-28,VZ
2021-09-29,ACN
2021-09-30,UNP
2021-10-01,NOW
2021-10-04,META
2021-10-05,NVDA
2021-10-06,EL
2021-10-07,DIS
2021-10-08,BDX
2021-10-11,C
2021-10-12,MCD
2021-10-13,ADBE
2021-10-14,JPM
2021-10-15,TXN
2021-10-18,GM
2021-10-19,CB
2021-10-20,INTC
2021-10-21,XOM
2021-10-22,LOW
2021-10-25,AMAT
2021-10-26,ABBV
2021-10-27,SBUX
2021-10-28,MU
2021-10-29,ADI
2021-11-01,WMT
2021-11-02,AIG
2021-11-03,ABT
2021-11-04,PG
2021-11-05,ISRG
2021-11-08,MS
2021-11-09,FDX
2021-11-10,HON
2021-11-11,MA
2021-11-12,CB
2021-11-15,MMC
2021-11-16,CSCO
2021-11-17,BKNG
2021-11-18,FI
2021-11-19,HUM
2021-11-22,SO
2021-11-23,MRK
2021-11-24,ICE
2021-11-26,CI
2021-11-29,NEE
2021-11-30,GOOGL
2021-12-01,ADP
2021-12-02,PLD
2021-12-03,BAC
2021-12-06,DE
2021-12-07,AMT
2021-12-08,USB
2021-12-09,AVGO
2021-12-10,SPGI
2021-12-13,INTU
2021-12-14,BLK
2021-12-15,V
2021-12-16,PEP
2021-12-17,META
2021-12-20,TMO
2021-12-21,CME
2021-12-22,APD
2021-12-23,AMD
2021-12-27,HD
2021-12-28,REGN
2021-12-29,CVX
2021-12-30,ADP
2021-12-31,AMZN
2022-01-03,TGT
2022-01-04,AMGN
2022-01-05,CL
2022-01-06,WFC
2022-01-07,JNJ
2022-01-10,COST
2022-01-11,LMT
2022-01-12,AON
2022-01-13,ALL
2022-01-14,BRK-B
2022-01-18,IBM
2022-01-19,QCOM
2022-01-20,MSFT
2022-01-21,CAT
2022-01-24,GE
2022-01-25,MO
2022-01-26,ACN
2022-01-27,UNH
2022-01-28,KO
2022-01-31,RTX
2022-02-01,PFE
2022-02-02,PNC
2022-02-03,MDT
2022-02-04,EQIX
2022-02-07,DUK
2022-02-08,C
2022-02-09,NOW
2022-02-10,NVDA
2022-02-11,FI
2022-02-14,EL
2022-02-15,BDX
2022-02-16,DHR
2022-02-17,GM
2022-02-18,CRM
2022-02-22,JPM
2022-02-23,TXN
2022-02-24,MU
2022-02-25,GS
2022-02-28,ABBV
2022-03-01,SYK
2022-03-02,MCD
2022-03-03,XOM
2022-03-04,INTC
2022-03-07,PM
2022-03-08,HUM
2022-03-09,ZTS
2022-03-10,LOW
2022-03-11,PGR
2022-03-14,ABT
2022-03-15,UNP
2022-03-16,WMT
2022-03-17,SHW
2022-03-18,DIS
2022-03-21,MA
2022-03-22,HON
2022-03-23,ISRG
2022-03-24,NFLX
2022-03-25,FDX
2022-03-28,AAPL
2022-03-29,PLD
2022-03-30,MMC
2022-03-31,AIG
2022-04-01,DE
2022-04-04,EOG
2022-04-05,BLK
2022-04-06,NSC
2022-04-07,USB
2022-04-08,INTU
2022-04-11,HD
2022-04-12,AON
2022-04-13,BKNG
2022-04-14,CB
2022-04-18,APD
2022-04-19,VZ
2022-04-20,KO
2022-04-21,BAC
2022-04-22,PEP
2022-04-25,META
2022-04-26,CVX
2022-04-27,PFE
2022-04-28,MRK
2022-04-29,ICE
2022-05-02,JNJ
2022-05-03,MO
2022-05-04,ACN
2022-05-05,T
2022-05-06,QCOM
2022-05-09,TMO
2022-05-10,PG
2022-05-11,WFC
2022-05-12,ALL
2022-05-13,SPGI
2022-05-16,AMT
2022-05-17,MDT
2022-05-18,AMAT
2022-05-19,CI
2022-05-20,CB
2022-05-23,LMT
2022-05-24,SBUX
2022-05-25,AMGN
2022-05-26,CL
2022-05-27,PNC
2022-05-31,BRK-B
2022-06-01,ADI
2022-06-02,GE
2022-06-03,C
2022-06-06,AMZN
2022-06-07,EQIX
2022-06-08,GOOGL
2022-06-09,CRM
2022-06-10,MSFT
2022-06-13,NEE
2022-06-14,DUK
2022-06-15,CSCO
2022-06-16,RTX
2022-06-17,GILD
2022-06-21,NOW
2022-06-22,GM
2022-06-23,SHW
2022-06-24,NVDA
2022-06-27,MU
2022-06-28,VRTX
2022-06-29,EL
2022-06-30,DIS
2022-07-01,BDX
2022-07-05,COST
2022-07-06,JPM
2022-07-07,AVGO
2022-07-08,MCD
2022-07-11,LIN
2022-07-12,PLD
2022-07-13,ABT
2022-07-14,UNH
2022-07-15,BKNG
2022-07-18,ADP
2022-07-19,LOW
2022-07-20,MS
2022-07-21,HUM
2022-07-22,GS
2022-07-25,BLK
2022-07-26,V
2022-07-27,MA
2022-07-28,HON
2022-07-29,INTC
2022-08-01,SYK
2022-08-02,ABBV
2022-08-03,DHR
2022-08-04,FDX
2022-08-05,COST
2022-08-08,WMT
2022-08-09,AIG
2022-08-10,MSFT
2022-08-11,MO
2022-08-12,MMC
2022-08-15,CSCO
2022-08-16,USB
2022-08-17,ADBE
2022-08-18,DE
2022-08-19,ADI
2022-08-22,TMO
2022-08-23,TGT
2022-08-24,KO
2022-08-25,FI
2022-08-26,RTX
2022-08-29,LMT
2022-08-30,AMD
2022-08-31,MRK
2022-09-01,IBM
2022-09-02,CVX
2022-09-06,CB
2022-09-07,DUK
2022-09-08,C
2022-09-09,AMZN
2022-09-12,SO
2022-09-13,QCOM
2022-09-14,HD
2022-09-15,REGN
2022-09-16,APD
2022-09-19,VZ
2022-09-20,PNC
2022-09-21,ACN
2022-09-22,CME
2022-09-23,CI
2022-09-26,AAPL
2022-09-27,MDT
2022-09-28,EOG
2022-09-29,SPGI
2022-09-30,VRTX
2022-10-03,GE
2022-10-04,CSCO
2022-10-05,JNJ
2022-10-06,CAT
2022-10-07,ISRG
2022-10-10,PGR
2022-10-11,BRK-B
2022-10-12,GS
2022-10-13,PEP
2022-10-14,ALL
2022-10-17,GOOGL
2022-10-18,HON
2022-10-19,AMGN
2022-10-20,AMAT
2022-10-21,BAC
2022-10-24,WFC
2022-10-25,NOW
2022-10-26,CB
2022-10-27,NVDA
2022-10-28,INTC
2022-10-31,AON
2022-11-01,GM
2022-11-02,COST
2022-11-03,MU
2022-11-04,INTU
2022-11-07,DIS
2022-11-08,EL
2022-11-09,BKNG
2022-11-10,META
2022-11-11,MCD
2022-11-14,ADBE
2022-11-15,JPM
2022-11-16,AMD
2022-11-17,QCOM
2022-11-18,TMO
2022-11-21,NFLX
2022-11-22,FDX
2022-11-23,CRM
2022-11-25,PLD
2022-11-28,GILD
2022-11-29,RTX
2022-11-30,FI
2022-12-01,HUM
2022-12-02,T
2022-12-05,MMC
2022-12-06,MO
2022-12-07,WMT
2022-12-08,REGN
2022-12-09,BLK
2022-12-12,UNP
2022-12-13,ABBV
2022-12-14,PM
2022-12-15,MA
2022-12-16,GILD
2022-12-19,BDX
2022-12-20,CSCO
2022-12-21,DE
2022-12-22,TXN
2022-12-23,AMZN
2022-12-27,UNH
2022-12-28,ABT
2022-12-29,NSC
2022-12-30,ISRG
2023-01-03,ZTS
2023-01-04,LOW
2023-01-05,SO
2023-01-06,GOOGL
2023-01-09,AAPL
2023-01-10,USB
2023-01-11,AMT
2023-01-12,GE
2023-01-13,CAT
2023-01-17,PEP
2023-01-18,ADP
2023-01-19,KO
2023-01-20,BAC
2023-01-23,CI
2023-01-24,PFE
2023-01-25,LMT
2023-01-26,SBUX
2023-01-27,MSFT
2023-01-30,C
2023-01-31,AMGN
2023-02-01,PG
2023-02-02,APD
2023-02-03,IBM
2023-02-06,HD
2023-02-07,SYK
2023-02-08,ALL
2023-02-09,CVX
2023-02-10,ADP
2023-02-13,MRK
2023-02-14,XOM
2023-02-15,DUK
2023-02-16,COST
2023-02-17,WFC
2023-02-21,PNC
2023-02-22,MDT
2023-02-23,EQIX
2023-02-24,JNJ
2023-02-27,NEE
2023-02-28,SPGI
2023-03-01,ZTS
2023-03-02,BRK-B
2023-03-03,AVGO
2023-03-06,ACN
2023-03-07,CL
2023-03-08,NOW
2023-03-09,NVDA
2023-03-10,GM
2023-03-13,SHW
2023-03-14,MU
2023-03-15,VRTX
2023-03-16,MA
2023-03-17,ADP
2023-03-20,BKNG
2023-03-21,META
2023-03-22,FDX
2023-03-23,HON
2023-03-24,EL
2023-03-27,DIS
2023-03-28,AMZN
2023-03-29,V
2023-03-30,APD
2023-03-31,LIN
2023-04-03,QCOM
2023-04-04,PLD
2023-04-05,DE
2023-04-06,GS
2023-04-10,HUM
2023-04-11,NFLX
2023-04-12,JPM
2023-04-13,ICE
2023-04-14,BAC
2023-04-17,BDX
2023-04-18,DHR
2023-04-19,GE
2023-04-20,MO
2023-04-21,GOOGL
2023-04-24,PFE
2023-04-25,RTX
2023-04-26,META
2023-04-27,ABBV
2023-04-28,SBUX
2023-05-01,ISRG
2023-05-02,MS
2023-05-03,BLK
2023-05-04,PGR
2023-05-05,WMT
2023-05-08,REGN
2023-05-09,MCD
2023-05-10,XOM
2023-05-11,TMO
2023-05-12,TGT
2023-05-15,MMC
2023-05-16,SHW
2023-05-17,PEP
2023-05-18,FI
2023-05-19,ABT
2023-05-22,AMAT
2023-05-23,INTC
2023-05-24,ICE
2023-05-25,LMT
2023-05-26,AIG
2023-05-30,ALL
2023-05-31,USB
2023-06-01,AMT
2023-06-02,KO
2023-06-05,CI
2023-06-06,CRM
2023-06-07,LOW
2023-06-08,NSC
2023-06-09,MSFT
2023-06-12,AAPL
2023-06-13,CVX
2023-06-14,PFE
2023-06-15,MRK
2023-06-16,LIN
2023-06-20,AMGN
2023-06-21,CME
2023-06-22,WFC
2023-06-23,PNC
2023-06-26,DUK
2023-06-27,AON
2023-06-28,BRK-B
2023-06-29,AVGO
2023-06-30,JNJ
2023-07-03,CAT
2023-07-05,SPGI
2023-07-06,ADI
2023-07-07,HD
2023-07-10,PM
2023-07-11,ACN
2023-07-12,PG
2023-07-13,MDT
2023-07-14,ADI
2023-07-17,NOW
2023-07-18,NVDA
2023-07-19,GM
2023-07-20,DHR
2023-07-21,BKNG
2023-07-24,DIS
2023-07-25,QCOM
2023-07-26,MU
2023-07-27,EOG
2023-07-28,MA
2023-07-31,HON
2023-08-01,PLD
2023-08-02,BAC
2023-08-03,RTX
2023-08-04,META
2023-08-07,BLK
2023-08-08,MS
2023-08-09,INTC
2023-08-10,ICE
2023-08-11,USB
2023-08-14,TXN
2023-08-15,WMT
2023-08-16,SYK
2023-08-17,GE
2023-08-18,SHW
2023-08-21,FDX
2023-08-22,NEE
2023-08-23,AMZN
2023-08-24,UNH
2023-08-25,TMO
